,output_First,output_Second,output_Upstream,output_Total
MDA_10T12,1000.0,7094.0,338106.0,346200.0
MDA_13T15,1000.0,7094.0,338106.0,346200.0
MDA_16,1000.0,7094.0,338106.0,346200.0
MDA_17T18,1000.0,7094.0,338106.0,346200.0
MDA_19,1000.0,7094.0,338106.0,346200.0
MDA_20T21,1000.0,7094.0,338106.0,346200.0
MDA_22,1000.0,7094.0,338106.0,346200.0
MDA_23,1000.0,7094.0,338106.0,346200.0
MDA_24,1000.0,7094.0,338106.0,346200.0
MDA_25,1000.0,7094.0,338106.0,346200.0
MDA_26,1000.0,7094.0,338106.0,346200.0
MDA_27,1000.0,7094.0,338106.0,346200.0
MDA_28,1000.0,7094.0,338106.0,346200.0
MDA_29,1000.0,7094.0,338106.0,346200.0
MDA_30,1000.0,7094.0,338106.0,346200.0
MDA_31T33,1000.0,7094.0,338106.0,346200.0
MDA_35T39,1000.0,7094.0,338106.0,346200.0
MDA_41T43,1000.0,7094.0,338106.0,346200.0
MDA_45T47,1000.0,7094.0,338106.0,346200.0
MDA_49T53,1000.0,7094.0,338106.0,346200.0
MDA_55T56,1000.0,7094.0,338106.0,346200.0
MDA_58T60,1000.0,7094.0,338106.0,346200.0
MDA_61,1000.0,7094.0,338106.0,346200.0
MDA_62T63,1000.0,7094.0,338106.0,346200.0
MDA_64T66,1000.0,7094.0,338106.0,346200.0
MDA_68,1000.0,7094.0,338106.0,346200.0
MDA_69T82,1000.0,7094.0,338106.0,346200.0
MDA_84,1000.0,7094.0,338106.0,346200.0
MDA_85,1000.0,7094.0,338106.0,346200.0
MDA_86T88,1000.0,7094.0,338106.0,346200.0
MDA_90T96,1000.0,7094.0,338106.0,346200.0
MDA_97T98,1000.0,7094.0,338106.0,346200.0
MDG_01T03,1000.0,7094.0,338106.0,346200.0
MDG_05T06,1000.0,7094.0,338106.0,346200.0
MDG_07T08,1000.0,7094.0,338106.0,346200.0
MDG_09,1000.0,7094.0,338106.0,346200.0
MDG_10T12,1000.0,7094.0,338106.0,346200.0
MDG_13T15,1000.0,7094.0,338106.0,346200.0
MDG_16,1000.0,7094.0,338106.0,346200.0
MDG_17T18,1000.0,7094.0,338106.0,346200.0
MDG_19,1000.0,7094.0,338106.0,346200.0
MDG_20T21,1000.0,7094.0,338106.0,346200.0
MDG_22,1000.0,7094.0,338106.0,346200.0
MDG_23,1000.0,7094.0,338106.0,346200.0
MDG_24,1000.0,7094.0,338106.0,346200.0
MDG_25,1000.0,7094.0,338106.0,346200.0
MDG_26,1000.0,7094.0,338106.0,346200.0
MDG_27,1000.0,7094.0,338106.0,346200.0
MDG_28,1000.0,7094.0,338106.0,346200.0
MDG_29,1000.0,7094.0,338106.0,346200.0
MDG_30,1000.0,7094.0,338106.0,346200.0
MDG_31T33,1000.0,7094.0,338106.0,346200.0
MDG_35T39,1000.0,7094.0,338106.0,346200.0
MDG_41T43,1000.0,7094.0,338106.0,346200.0
MDG_45T47,1000.0,7094.0,338106.0,346200.0
MDG_49T53,1000.0,7094.0,338106.0,346200.0
MDG_55T56,1000.0,7094.0,338106.0,346200.0
MDG_58T60,1000.0,7094.0,338106.0,346200.0
MDG_61,1000.0,7094.0,338106.0,346200.0
MDG_62T63,1000.0,7094.0,338106.0,346200.0
MDG_64T66,1000.0,7094.0,338106.0,346200.0
MDG_68,1000.0,7094.0,338106.0,346200.0
MDG_69T82,1000.0,7094.0,338106.0,346200.0
MDG_84,1000.0,7094.0,338106.0,346200.0
MDG_85,1000.0,7094.0,338106.0,346200.0
MDG_86T88,1000.0,7094.0,338106.0,346200.0
MDG_90T96,1000.0,7094.0,338106.0,346200.0
MDG_97T98,1000.0,7094.0,338106.0,346200.0
MDV_01T03,1000.0,7094.0,338106.0,346200.0
MDV_05T06,1000.0,7094.0,338106.0,346200.0
MDV_07T08,1000.0,7094.0,338106.0,346200.0
MDV_09,1000.0,7094.0,338106.0,346200.0
MDV_10T12,1000.0,7094.0,338106.0,346200.0
MDV_13T15,1000.0,7094.0,338106.0,346200.0
MDV_16,1000.0,7094.0,338106.0,346200.0
MDV_17T18,1000.0,7094.0,338106.0,346200.0
MDV_19,1000.0,7094.0,338106.0,346200.0
MDV_20T21,1000.0,7094.0,338106.0,346200.0
MDV_22,1000.0,7094.0,338106.0,346200.0
MDV_23,1000.0,7094.0,338106.0,346200.0
MDV_24,1000.0,7094.0,338106.0,346200.0
MDV_25,1000.0,7094.0,338106.0,346200.0
MDV_26,1000.0,7094.0,338106.0,346200.0
MDV_27,1000.0,7094.0,338106.0,346200.0
MDV_28,1000.0,7094.0,338106.0,346200.0
MDV_29,1000.0,7094.0,338106.0,346200.0
MDV_30,1000.0,7094.0,338106.0,346200.0
MDV_31T33,1000.0,7094.0,338106.0,346200.0
MDV_35T39,1000.0,7094.0,338106.0,346200.0
MDV_41T43,1000.0,7094.0,338106.0,346200.0
MDV_45T47,1000.0,7094.0,338106.0,346200.0
MDV_49T53,1000.0,7094.0,338106.0,346200.0
MDV_55T56,1000.0,7094.0,338106.0,346200.0
MDV_58T60,1000.0,7094.0,338106.0,346200.0
MDV_61,1000.0,7094.0,338106.0,346200.0
MDV_62T63,1000.0,7094.0,338106.0,346200.0
MDV_64T66,1000.0,7094.0,338106.0,346200.0
MDV_68,1000.0,7094.0,338106.0,346200.0
MDV_69T82,1000.0,7094.0,338106.0,346200.0
MDV_84,1000.0,7094.0,338106.0,346200.0
MDV_85,1000.0,7094.0,338106.0,346200.0
MDV_86T88,1000.0,7094.0,338106.0,346200.0
MDV_90T96,1000.0,7094.0,338106.0,346200.0
MDV_97T98,1000.0,7094.0,338106.0,346200.0
MKD_01T03,1000.0,7094.0,338106.0,346200.0
MKD_05T06,1000.0,7094.0,338106.0,346200.0
MKD_07T08,1000.0,7094.0,338106.0,346200.0
MKD_09,1000.0,7094.0,338106.0,346200.0
MKD_10T12,1000.0,7094.0,338106.0,346200.0
MKD_13T15,1000.0,7094.0,338106.0,346200.0
MKD_16,1000.0,7094.0,338106.0,346200.0
MKD_17T18,1000.0,7094.0,338106.0,346200.0
MKD_19,1000.0,7094.0,338106.0,346200.0
MKD_20T21,1000.0,7094.0,338106.0,346200.0
MKD_22,1000.0,7094.0,338106.0,346200.0
MKD_23,1000.0,7094.0,338106.0,346200.0
MKD_24,1000.0,7094.0,338106.0,346200.0
MKD_25,1000.0,7094.0,338106.0,346200.0
MKD_26,1000.0,7094.0,338106.0,346200.0
MKD_27,1000.0,7094.0,338106.0,346200.0
MKD_28,1000.0,7094.0,338106.0,346200.0
MKD_29,1000.0,7094.0,338106.0,346200.0
MKD_30,1000.0,7094.0,338106.0,346200.0
MKD_31T33,1000.0,7094.0,338106.0,346200.0
MKD_35T39,1000.0,7094.0,338106.0,346200.0
MKD_41T43,1000.0,7094.0,338106.0,346200.0
MKD_45T47,1000.0,7094.0,338106.0,346200.0
MKD_49T53,1000.0,7094.0,338106.0,346200.0
MKD_55T56,1000.0,7094.0,338106.0,346200.0
MKD_58T60,1000.0,7094.0,338106.0,346200.0
MKD_61,1000.0,7094.0,338106.0,346200.0
MKD_62T63,1000.0,7094.0,338106.0,346200.0
MKD_64T66,1000.0,7094.0,338106.0,346200.0
MKD_68,1000.0,7094.0,338106.0,346200.0
MKD_69T82,1000.0,7094.0,338106.0,346200.0
MKD_84,1000.0,7094.0,338106.0,346200.0
MKD_85,1000.0,7094.0,338106.0,346200.0
MKD_86T88,1000.0,7094.0,338106.0,346200.0
MKD_90T96,1000.0,7094.0,338106.0,346200.0
MKD_97T98,1000.0,7094.0,338106.0,346200.0
MLI_01T03,1000.0,7094.0,338106.0,346200.0
MLI_05T06,1000.0,7094.0,338106.0,346200.0
MLI_07T08,1000.0,7094.0,338106.0,346200.0
MLI_09,1000.0,7094.0,338106.0,346200.0
MLI_10T12,1000.0,7094.0,338106.0,346200.0
MLI_13T15,1000.0,7094.0,338106.0,346200.0
MLI_16,1000.0,7094.0,338106.0,346200.0
MLI_17T18,1000.0,7094.0,338106.0,346200.0
MLI_19,1000.0,7094.0,338106.0,346200.0
MLI_20T21,1000.0,7094.0,338106.0,346200.0
MLI_22,1000.0,7094.0,338106.0,346200.0
MLI_23,1000.0,7094.0,338106.0,346200.0
MLI_24,1000.0,7094.0,338106.0,346200.0
MLI_25,1000.0,7094.0,338106.0,346200.0
MLI_26,1000.0,7094.0,338106.0,346200.0
MLI_27,1000.0,7094.0,338106.0,346200.0
MLI_28,1000.0,7094.0,338106.0,346200.0
MLI_29,1000.0,7094.0,338106.0,346200.0
MLI_30,1000.0,7094.0,338106.0,346200.0
MLI_31T33,1000.0,7094.0,338106.0,346200.0
MLI_35T39,1000.0,7094.0,338106.0,346200.0
MLI_41T43,1000.0,7094.0,338106.0,346200.0
MLI_45T47,1000.0,7094.0,338106.0,346200.0
MLI_49T53,1000.0,7094.0,338106.0,346200.0
MLI_55T56,1000.0,7094.0,338106.0,346200.0
MLI_58T60,1000.0,7094.0,338106.0,346200.0
MLI_61,1000.0,7094.0,338106.0,346200.0
MLI_62T63,1000.0,7094.0,338106.0,346200.0
MLI_64T66,1000.0,7094.0,338106.0,346200.0
MLI_68,1000.0,7094.0,338106.0,346200.0
MLI_69T82,1000.0,7094.0,338106.0,346200.0
MLI_84,1000.0,7094.0,338106.0,346200.0
MLI_85,1000.0,7094.0,338106.0,346200.0
MLI_86T88,1000.0,7094.0,338106.0,346200.0
MLI_90T96,1000.0,7094.0,338106.0,346200.0
MLI_97T98,1000.0,7094.0,338106.0,346200.0
MNE_01T03,1000.0,7094.0,338106.0,346200.0
MNE_05T06,1000.0,7094.0,338106.0,346200.0
MNE_07T08,1000.0,7094.0,338106.0,346200.0
MNE_09,1000.0,7094.0,338106.0,346200.0
MNE_10T12,1000.0,7094.0,338106.0,346200.0
MNE_13T15,1000.0,7094.0,338106.0,346200.0
MNE_16,1000.0,7094.0,338106.0,346200.0
MNE_17T18,1000.0,7094.0,338106.0,346200.0
MNE_19,1000.0,7094.0,338106.0,346200.0
MNE_20T21,1000.0,7094.0,338106.0,346200.0
MNE_22,1000.0,7094.0,338106.0,346200.0
MNE_23,1000.0,7094.0,338106.0,346200.0
MNE_24,1000.0,7094.0,338106.0,346200.0
MNE_25,1000.0,7094.0,338106.0,346200.0
MNE_26,1000.0,7094.0,338106.0,346200.0
MNE_27,1000.0,7094.0,338106.0,346200.0
MNE_28,1000.0,7094.0,338106.0,346200.0
MNE_29,1000.0,7094.0,338106.0,346200.0
MNE_30,1000.0,7094.0,338106.0,346200.0
MNE_31T33,1000.0,7094.0,338106.0,346200.0
MNE_35T39,1000.0,7094.0,338106.0,346200.0
MNE_41T43,1000.0,7094.0,338106.0,346200.0
MNE_45T47,1000.0,7094.0,338106.0,346200.0
MNE_49T53,1000.0,7094.0,338106.0,346200.0
MNE_55T56,1000.0,7094.0,338106.0,346200.0
MNE_58T60,1000.0,7094.0,338106.0,346200.0
MNE_61,1000.0,7094.0,338106.0,346200.0
MNE_62T63,1000.0,7094.0,338106.0,346200.0
MNE_64T66,1000.0,7094.0,338106.0,346200.0
MNE_68,1000.0,7094.0,338106.0,346200.0
MNE_69T82,1000.0,7094.0,338106.0,346200.0
MNE_84,1000.0,7094.0,338106.0,346200.0
MNE_85,1000.0,7094.0,338106.0,346200.0
MNE_86T88,1000.0,7094.0,338106.0,346200.0
MNE_90T96,1000.0,7094.0,338106.0,346200.0
MNE_97T98,1000.0,7094.0,338106.0,346200.0
MNG_01T03,1000.0,7094.0,338106.0,346200.0
MNG_05T06,1000.0,7094.0,338106.0,346200.0
MNG_07T08,1000.0,7094.0,338106.0,346200.0
MNG_09,1000.0,7094.0,338106.0,346200.0
MNG_10T12,1000.0,7094.0,338106.0,346200.0
MNG_13T15,1000.0,7094.0,338106.0,346200.0
MNG_16,1000.0,7094.0,338106.0,346200.0
MNG_17T18,1000.0,7094.0,338106.0,346200.0
MNG_19,1000.0,7094.0,338106.0,346200.0
MNG_20T21,1000.0,7094.0,338106.0,346200.0
MNG_22,1000.0,7094.0,338106.0,346200.0
MNG_23,1000.0,7094.0,338106.0,346200.0
MNG_24,1000.0,7094.0,338106.0,346200.0
MNG_25,1000.0,7094.0,338106.0,346200.0
MNG_26,1000.0,7094.0,338106.0,346200.0
MNG_27,1000.0,7094.0,338106.0,346200.0
MNG_28,1000.0,7094.0,338106.0,346200.0
MNG_29,1000.0,7094.0,338106.0,346200.0
MNG_30,1000.0,7094.0,338106.0,346200.0
MNG_31T33,1000.0,7094.0,338106.0,346200.0
MNG_35T39,1000.0,7094.0,338106.0,346200.0
MNG_41T43,1000.0,7094.0,338106.0,346200.0
MNG_45T47,1000.0,7094.0,338106.0,346200.0
MNG_49T53,1000.0,7094.0,338106.0,346200.0
MNG_55T56,1000.0,7094.0,338106.0,346200.0
MNG_58T60,1000.0,7094.0,338106.0,346200.0
MNG_61,1000.0,7094.0,338106.0,346200.0
MNG_62T63,1000.0,7094.0,338106.0,346200.0
MNG_64T66,1000.0,7094.0,338106.0,346200.0
MNG_68,1000.0,7094.0,338106.0,346200.0
MNG_69T82,1000.0,7094.0,338106.0,346200.0
MNG_84,1000.0,7094.0,338106.0,346200.0
MNG_85,1000.0,7094.0,338106.0,346200.0
MNG_86T88,1000.0,7094.0,338106.0,346200.0
MNG_90T96,1000.0,7094.0,338106.0,346200.0
MNG_97T98,1000.0,7094.0,338106.0,346200.0
MUS_01T03,1000.0,7094.0,338106.0,346200.0
MUS_05T06,1000.0,7094.0,338106.0,346200.0
MUS_07T08,1000.0,7094.0,338106.0,346200.0
MUS_09,1000.0,7094.0,338106.0,346200.0
MUS_10T12,1000.0,7094.0,338106.0,346200.0
MUS_13T15,1000.0,7094.0,338106.0,346200.0
MUS_16,1000.0,7094.0,338106.0,346200.0
MUS_17T18,1000.0,7094.0,338106.0,346200.0
MUS_19,1000.0,7094.0,338106.0,346200.0
MUS_20T21,1000.0,7094.0,338106.0,346200.0
MUS_22,1000.0,7094.0,338106.0,346200.0
MUS_23,1000.0,7094.0,338106.0,346200.0
MUS_24,1000.0,7094.0,338106.0,346200.0
MUS_25,1000.0,7094.0,338106.0,346200.0
MUS_26,1000.0,7094.0,338106.0,346200.0
MUS_27,1000.0,7094.0,338106.0,346200.0
MUS_28,1000.0,7094.0,338106.0,346200.0
MUS_29,1000.0,7094.0,338106.0,346200.0
MUS_30,1000.0,7094.0,338106.0,346200.0
MUS_31T33,1000.0,7094.0,338106.0,346200.0
MUS_35T39,1000.0,7094.0,338106.0,346200.0
MUS_41T43,1000.0,7094.0,338106.0,346200.0
MUS_45T47,1000.0,7094.0,338106.0,346200.0
MUS_49T53,1000.0,7094.0,338106.0,346200.0
MUS_55T56,1000.0,7094.0,338106.0,346200.0
MUS_58T60,1000.0,7094.0,338106.0,346200.0
MUS_61,1000.0,7094.0,338106.0,346200.0
MUS_62T63,1000.0,7094.0,338106.0,346200.0
MUS_64T66,1000.0,7094.0,338106.0,346200.0
MUS_68,1000.0,7094.0,338106.0,346200.0
MUS_69T82,1000.0,7094.0,338106.0,346200.0
MUS_84,1000.0,7094.0,338106.0,346200.0
MUS_85,1000.0,7094.0,338106.0,346200.0
MUS_86T88,1000.0,7094.0,338106.0,346200.0
MUS_90T96,1000.0,7094.0,338106.0,346200.0
MUS_97T98,1000.0,7094.0,338106.0,346200.0
MWI_01T03,1000.0,7094.0,338106.0,346200.0
MWI_05T06,1000.0,7094.0,338106.0,346200.0
MWI_07T08,1000.0,7094.0,338106.0,346200.0
MWI_09,1000.0,7094.0,338106.0,346200.0
MWI_10T12,1000.0,7094.0,338106.0,346200.0
MWI_13T15,1000.0,7094.0,338106.0,346200.0
MWI_16,1000.0,7094.0,338106.0,346200.0
MWI_17T18,1000.0,7094.0,338106.0,346200.0
MWI_19,1000.0,7094.0,338106.0,346200.0
MWI_20T21,1000.0,7094.0,338106.0,346200.0
MWI_22,1000.0,7094.0,338106.0,346200.0
MWI_23,1000.0,7094.0,338106.0,346200.0
MWI_24,1000.0,7094.0,338106.0,346200.0
MWI_25,1000.0,7094.0,338106.0,346200.0
MWI_26,1000.0,7094.0,338106.0,346200.0
MWI_27,1000.0,7094.0,338106.0,346200.0
MWI_28,1000.0,7094.0,338106.0,346200.0
MWI_29,1000.0,7094.0,338106.0,346200.0
MWI_30,1000.0,7094.0,338106.0,346200.0
MWI_31T33,1000.0,7094.0,338106.0,346200.0
MWI_35T39,1000.0,7094.0,338106.0,346200.0
MWI_41T43,1000.0,7094.0,338106.0,346200.0
MWI_45T47,1000.0,7094.0,338106.0,346200.0
MWI_49T53,1000.0,7094.0,338106.0,346200.0
MWI_55T56,1000.0,7094.0,338106.0,346200.0
MWI_58T60,1000.0,7094.0,338106.0,346200.0
MWI_61,1000.0,7094.0,338106.0,346200.0
MWI_62T63,1000.0,7094.0,338106.0,346200.0
MWI_64T66,1000.0,7094.0,338106.0,346200.0
MWI_68,1000.0,7094.0,338106.0,346200.0
MWI_69T82,1000.0,7094.0,338106.0,346200.0
MWI_84,1000.0,7094.0,338106.0,346200.0
MWI_85,1000.0,7094.0,338106.0,346200.0
MWI_86T88,1000.0,7094.0,338106.0,346200.0
MWI_90T96,1000.0,7094.0,338106.0,346200.0
MWI_97T98,1000.0,7094.0,338106.0,346200.0
NER_01T03,1000.0,7094.0,338106.0,346200.0
NER_05T06,1000.0,7094.0,338106.0,346200.0
NER_07T08,1000.0,7094.0,338106.0,346200.0
NER_09,1000.0,7094.0,338106.0,346200.0
NER_10T12,1000.0,7094.0,338106.0,346200.0
NER_13T15,1000.0,7094.0,338106.0,346200.0
NER_16,1000.0,7094.0,338106.0,346200.0
NER_17T18,1000.0,7094.0,338106.0,346200.0
NER_19,1000.0,7094.0,338106.0,346200.0
NER_20T21,1000.0,7094.0,338106.0,346200.0
NER_22,1000.0,7094.0,338106.0,346200.0
NER_23,1000.0,7094.0,338106.0,346200.0
NER_24,1000.0,7094.0,338106.0,346200.0
NER_25,1000.0,7094.0,338106.0,346200.0
NER_26,1000.0,7094.0,338106.0,346200.0
NER_27,1000.0,7094.0,338106.0,346200.0
NER_28,1000.0,7094.0,338106.0,346200.0
NER_29,1000.0,7094.0,338106.0,346200.0
NER_30,1000.0,7094.0,338106.0,346200.0
NER_31T33,1000.0,7094.0,338106.0,346200.0
NER_35T39,1000.0,7094.0,338106.0,346200.0
NER_41T43,1000.0,7094.0,338106.0,346200.0
NER_45T47,1000.0,7094.0,338106.0,346200.0
NER_49T53,1000.0,7094.0,338106.0,346200.0
NER_55T56,1000.0,7094.0,338106.0,346200.0
NER_58T60,1000.0,7094.0,338106.0,346200.0
NER_61,1000.0,7094.0,338106.0,346200.0
NER_62T63,1000.0,7094.0,338106.0,346200.0
NER_64T66,1000.0,7094.0,338106.0,346200.0
NER_68,1000.0,7094.0,338106.0,346200.0
NER_69T82,1000.0,7094.0,338106.0,346200.0
NER_84,1000.0,7094.0,338106.0,346200.0
NER_85,1000.0,7094.0,338106.0,346200.0
NER_86T88,1000.0,7094.0,338106.0,346200.0
NER_90T96,1000.0,7094.0,338106.0,346200.0
NER_97T98,1000.0,7094.0,338106.0,346200.0
NIC_01T03,1000.0,7094.0,338106.0,346200.0
NIC_05T06,1000.0,7094.0,338106.0,346200.0
NIC_07T08,1000.0,7094.0,338106.0,346200.0
NIC_09,1000.0,7094.0,338106.0,346200.0
NIC_10T12,1000.0,7094.0,338106.0,346200.0
NIC_13T15,1000.0,7094.0,338106.0,346200.0
NIC_16,1000.0,7094.0,338106.0,346200.0
NIC_17T18,1000.0,7094.0,338106.0,346200.0
NIC_19,1000.0,7094.0,338106.0,346200.0
NIC_20T21,1000.0,7094.0,338106.0,346200.0
NIC_22,1000.0,7094.0,338106.0,346200.0
NIC_23,1000.0,7094.0,338106.0,346200.0
NIC_24,1000.0,7094.0,338106.0,346200.0
NIC_25,1000.0,7094.0,338106.0,346200.0
NIC_26,1000.0,7094.0,338106.0,346200.0
NIC_27,1000.0,7094.0,338106.0,346200.0
NIC_28,1000.0,7094.0,338106.0,346200.0
NIC_29,1000.0,7094.0,338106.0,346200.0
NIC_30,1000.0,7094.0,338106.0,346200.0
NIC_31T33,1000.0,7094.0,338106.0,346200.0
NIC_35T39,1000.0,7094.0,338106.0,346200.0
NIC_41T43,1000.0,7094.0,338106.0,346200.0
NIC_45T47,1000.0,7094.0,338106.0,346200.0
NIC_49T53,1000.0,7094.0,338106.0,346200.0
NIC_55T56,1000.0,7094.0,338106.0,346200.0
NIC_58T60,1000.0,7094.0,338106.0,346200.0
NIC_61,1000.0,7094.0,338106.0,346200.0
NIC_62T63,1000.0,7094.0,338106.0,346200.0
NIC_64T66,1000.0,7094.0,338106.0,346200.0
NIC_68,1000.0,7094.0,338106.0,346200.0
NIC_69T82,1000.0,7094.0,338106.0,346200.0
NIC_84,1000.0,7094.0,338106.0,346200.0
NIC_85,1000.0,7094.0,338106.0,346200.0
NIC_86T88,1000.0,7094.0,338106.0,346200.0
NIC_90T96,1000.0,7094.0,338106.0,346200.0
NIC_97T98,1000.0,7094.0,338106.0,346200.0
NPL_01T03,1000.0,7094.0,338106.0,346200.0
NPL_05T06,1000.0,7094.0,338106.0,346200.0
NPL_07T08,1000.0,7094.0,338106.0,346200.0
NPL_09,1000.0,7094.0,338106.0,346200.0
NPL_10T12,1000.0,7094.0,338106.0,346200.0
NPL_13T15,1000.0,7094.0,338106.0,346200.0
NPL_16,1000.0,7094.0,338106.0,346200.0
NPL_17T18,1000.0,7094.0,338106.0,346200.0
NPL_19,1000.0,7094.0,338106.0,346200.0
NPL_20T21,1000.0,7094.0,338106.0,346200.0
NPL_22,1000.0,7094.0,338106.0,346200.0
NPL_23,1000.0,7094.0,338106.0,346200.0
NPL_24,1000.0,7094.0,338106.0,346200.0
NPL_25,1000.0,7094.0,338106.0,346200.0
NPL_26,1000.0,7094.0,338106.0,346200.0
NPL_27,1000.0,7094.0,338106.0,346200.0
NPL_28,1000.0,7094.0,338106.0,346200.0
NPL_29,1000.0,7094.0,338106.0,346200.0
NPL_30,1000.0,7094.0,338106.0,346200.0
NPL_31T33,1000.0,7094.0,338106.0,346200.0
NPL_35T39,1000.0,7094.0,338106.0,346200.0
NPL_41T43,1000.0,7094.0,338106.0,346200.0
NPL_45T47,1000.0,7094.0,338106.0,346200.0
NPL_49T53,1000.0,7094.0,338106.0,346200.0
NPL_55T56,1000.0,7094.0,338106.0,346200.0
NPL_58T60,1000.0,7094.0,338106.0,346200.0
NPL_61,1000.0,7094.0,338106.0,346200.0
NPL_62T63,1000.0,7094.0,338106.0,346200.0
NPL_64T66,1000.0,7094.0,338106.0,346200.0
NPL_68,1000.0,7094.0,338106.0,346200.0
NPL_69T82,1000.0,7094.0,338106.0,346200.0
NPL_84,1000.0,7094.0,338106.0,346200.0
NPL_85,1000.0,7094.0,338106.0,346200.0
NPL_86T88,1000.0,7094.0,338106.0,346200.0
NPL_90T96,1000.0,7094.0,338106.0,346200.0
NPL_97T98,1000.0,7094.0,338106.0,346200.0
PNG_01T03,1000.0,7094.0,338106.0,346200.0
PNG_05T06,1000.0,7094.0,338106.0,346200.0
PNG_07T08,1000.0,7094.0,338106.0,346200.0
PNG_09,1000.0,7094.0,338106.0,346200.0
PNG_10T12,1000.0,7094.0,338106.0,346200.0
PNG_13T15,1000.0,7094.0,338106.0,346200.0
PNG_16,1000.0,7094.0,338106.0,346200.0
PNG_17T18,1000.0,7094.0,338106.0,346200.0
PNG_19,1000.0,7094.0,338106.0,346200.0
PNG_20T21,1000.0,7094.0,338106.0,346200.0
PNG_22,1000.0,7094.0,338106.0,346200.0
PNG_23,1000.0,7094.0,338106.0,346200.0
PNG_24,1000.0,7094.0,338106.0,346200.0
PNG_25,1000.0,7094.0,338106.0,346200.0
PNG_26,1000.0,7094.0,338106.0,346200.0
PNG_27,1000.0,7094.0,338106.0,346200.0
PNG_28,1000.0,7094.0,338106.0,346200.0
PNG_29,1000.0,7094.0,338106.0,346200.0
PNG_30,1000.0,7094.0,338106.0,346200.0
PNG_31T33,1000.0,7094.0,338106.0,346200.0
PNG_35T39,1000.0,7094.0,338106.0,346200.0
PNG_41T43,1000.0,7094.0,338106.0,346200.0
PNG_45T47,1000.0,7094.0,338106.0,346200.0
PNG_49T53,1000.0,7094.0,338106.0,346200.0
PNG_55T56,1000.0,7094.0,338106.0,346200.0
PNG_58T60,1000.0,7094.0,338106.0,346200.0
PNG_61,1000.0,7094.0,338106.0,346200.0
PNG_62T63,1000.0,7094.0,338106.0,346200.0
PNG_64T66,1000.0,7094.0,338106.0,346200.0
PNG_68,1000.0,7094.0,338106.0,346200.0
PNG_69T82,1000.0,7094.0,338106.0,346200.0
PNG_84,1000.0,7094.0,338106.0,346200.0
PNG_85,1000.0,7094.0,338106.0,346200.0
PNG_86T88,1000.0,7094.0,338106.0,346200.0
PNG_90T96,1000.0,7094.0,338106.0,346200.0
PNG_97T98,1000.0,7094.0,338106.0,346200.0
SDN_01T03,1000.0,7094.0,338106.0,346200.0
SDN_05T06,1000.0,7094.0,338106.0,346200.0
SDN_07T08,1000.0,7094.0,338106.0,346200.0
SDN_09,1000.0,7094.0,338106.0,346200.0
SDN_10T12,1000.0,7094.0,338106.0,346200.0
SDN_13T15,1000.0,7094.0,338106.0,346200.0
SDN_16,1000.0,7094.0,338106.0,346200.0
SDN_17T18,1000.0,7094.0,338106.0,346200.0
SDN_19,1000.0,7094.0,338106.0,346200.0
SDN_20T21,1000.0,7094.0,338106.0,346200.0
SDN_22,1000.0,7094.0,338106.0,346200.0
SDN_23,1000.0,7094.0,338106.0,346200.0
SDN_24,1000.0,7094.0,338106.0,346200.0
SDN_25,1000.0,7094.0,338106.0,346200.0
SDN_26,1000.0,7094.0,338106.0,346200.0
SDN_27,1000.0,7094.0,338106.0,346200.0
SDN_28,1000.0,7094.0,338106.0,346200.0
SDN_29,1000.0,7094.0,338106.0,346200.0
SDN_30,1000.0,7094.0,338106.0,346200.0
SDN_31T33,1000.0,7094.0,338106.0,346200.0
SDN_35T39,1000.0,7094.0,338106.0,346200.0
SDN_41T43,1000.0,7094.0,338106.0,346200.0
SDN_45T47,1000.0,7094.0,338106.0,346200.0
SDN_49T53,1000.0,7094.0,338106.0,346200.0
SDN_55T56,1000.0,7094.0,338106.0,346200.0
SDN_58T60,1000.0,7094.0,338106.0,346200.0
SDN_61,1000.0,7094.0,338106.0,346200.0
SDN_62T63,1000.0,7094.0,338106.0,346200.0
SDN_64T66,1000.0,7094.0,338106.0,346200.0
SDN_68,1000.0,7094.0,338106.0,346200.0
SDN_69T82,1000.0,7094.0,338106.0,346200.0
SDN_84,1000.0,7094.0,338106.0,346200.0
SDN_85,1000.0,7094.0,338106.0,346200.0
SDN_86T88,1000.0,7094.0,338106.0,346200.0
SDN_90T96,1000.0,7094.0,338106.0,346200.0
SDN_97T98,1000.0,7094.0,338106.0,346200.0
SEN_01T03,1000.0,7094.0,338106.0,346200.0
SEN_05T06,1000.0,7094.0,338106.0,346200.0
SEN_07T08,1000.0,7094.0,338106.0,346200.0
SEN_09,1000.0,7094.0,338106.0,346200.0
SEN_10T12,1000.0,7094.0,338106.0,346200.0
SEN_13T15,1000.0,7094.0,338106.0,346200.0
SEN_16,1000.0,7094.0,338106.0,346200.0
SEN_17T18,1000.0,7094.0,338106.0,346200.0
SEN_19,1000.0,7094.0,338106.0,346200.0
SEN_20T21,1000.0,7094.0,338106.0,346200.0
SEN_22,1000.0,7094.0,338106.0,346200.0
SEN_23,1000.0,7094.0,338106.0,346200.0
SEN_24,1000.0,7094.0,338106.0,346200.0
SEN_25,1000.0,7094.0,338106.0,346200.0
SEN_26,1000.0,7094.0,338106.0,346200.0
SEN_27,1000.0,7094.0,338106.0,346200.0
SEN_28,1000.0,7094.0,338106.0,346200.0
